Date,YYYYMMDD,YYYYMM,YYYY.W,YYYY,Location,Card,Delta,Balance,Category,Tags
03/01/2021,20210301,202103,2021.09,2021,Quest Diagnostics,Debit-Card,129,-4639,health,"None,"
03/01/2021,20210301,202103,2021.09,2021,Amazon.com,Debit-Card,-93,-4768,misc,"None,"
02/26/2021,20210226,202102,2021.08,2021,Quest Diagnostics,Debit-Card,-926,-4675,health,"None,"
02/26/2021,20210226,202102,2021.08,2021,Ulta Beauty,Debit-Card,-230,-3749,health,"None,"
02/26/2021,20210226,202102,2021.08,2021,Travelers,Debit-Card,591,-3519,travel,"None,"
02/26/2021,20210226,202102,2021.08,2021,Delta Air Lines,Debit-Card,-805,-4110,travel,"None,"
02/25/2021,20210225,202102,2021.08,2021,Cognizant Technology Solutions,Debit-Card,433,-3305,tech,"None,"
02/24/2021,20210224,202102,2021.08,2021,Walmart,Debit-Card,-217,-3738,grocery,"None,"
02/24/2021,20210224,202102,2021.08,2021,Voya Financial,Debit-Card,775,-3521,invest,"None,"
02/23/2021,20210223,202102,2021.08,2021,PPL,Debit-Card,-774,-4296,paypal,"None,"
02/23/2021,20210223,202102,2021.08,2021,Omnicom Group,Debit-Card,762,-3522,health,"None,"
02/23/2021,20210223,202102,2021.08,2021,Omnicom Group,Debit-Card,-480,-4284,health,"None,"
02/22/2021,20210222,202102,2021.08,2021,Travelers,Debit-Card,385,-3804,travel,"None,"
02/22/2021,20210222,202102,2021.08,2021,Hershey,Debit-Card,111,-4189,grocery,"None,"
02/22/2021,20210222,202102,2021.08,2021,Hershey,Debit-Card,143,-4300,grocery,"None,"
02/22/2021,20210222,202102,2021.08,2021,Hershey,Debit-Card,-180,-4443,grocery,"None,"
02/19/2021,20210219,202102,2021.07,2021,United Continental Holdings,Debit-Card,-121,-4263,invest,"None,"
02/19/2021,20210219,202102,2021.07,2021,Voya Financial,Debit-Card,165,-4142,invest,"None,"
02/19/2021,20210219,202102,2021.07,2021,Omnicom Group,Debit-Card,533,-4307,health,"None,"
02/18/2021,20210218,202102,2021.07,2021,Omnicom Group,Debit-Card,372,-4840,health,"None,"
02/18/2021,20210218,202102,2021.07,2021,Hewlett Packard Enterprise,Debit-Card,479,-5212,tech,"None,"
02/18/2021,20210218,202102,2021.07,2021,Hershey,Debit-Card,814,-5691,grocery,"None,"
02/18/2021,20210218,202102,2021.07,2021,Visa,Debit-Card,-976,-6505,debt,"None,"
02/17/2021,20210217,202102,2021.07,2021,CBRE Group,Debit-Card,-943,-5529,invest,"None,"
02/17/2021,20210217,202102,2021.07,2021,TIAA,Debit-Card,21,-4586,unk,"None,"
02/17/2021,20210217,202102,2021.07,2021,Delta Air Lines,Debit-Card,-578,-4607,travel,"None,"
02/16/2021,20210216,202102,2021.07,2021,Entergy,Debit-Card,-790,-4029,utility,"None,"
02/16/2021,20210216,202102,2021.07,2021,Quest Diagnostics,Debit-Card,-366,-3239,health,"None,"
02/16/2021,20210216,202102,2021.07,2021,Delta Air Lines,Debit-Card,-735,-2873,travel,"None,"
02/16/2021,20210216,202102,2021.07,2021,PPL,Debit-Card,463,-2138,paypal,"None,"
02/16/2021,20210216,202102,2021.07,2021,Hanesbrands,Debit-Card,-762,-2601,unk,"None,"
02/16/2021,20210216,202102,2021.07,2021,Hershey,Debit-Card,-635,-1839,grocery,"None,"
02/16/2021,20210216,202102,2021.07,2021,Quest Diagnostics,Debit-Card,-222,-1204,health,"None,"
02/12/2021,20210212,202102,2021.06,2021,Entergy,Debit-Card,-897,-982,utility,"None,"
02/12/2021,20210212,202102,2021.06,2021,Voya Financial,Debit-Card,-811,-85,invest,"None,"
02/12/2021,20210212,202102,2021.06,2021,Cognizant Technology Solutions,Debit-Card,65,726,tech,"None,"
02/12/2021,20210212,202102,2021.06,2021,Sysco,Debit-Card,361,661,misc,"None,"
02/11/2021,20210211,202102,2021.06,2021,TIAA,Debit-Card,-315,300,unk,"None,"
02/11/2021,20210211,202102,2021.06,2021,Amazon.com,Debit-Card,471,615,misc,"None,"
02/10/2021,20210210,202102,2021.06,2021,United Continental Holdings,Debit-Card,-521,144,invest,"None,"
02/10/2021,20210210,202102,2021.06,2021,Hewlett Packard Enterprise,Debit-Card,-41,665,tech,"None,"
02/10/2021,20210210,202102,2021.06,2021,Hewlett Packard Enterprise,Debit-Card,463,706,tech,"None,"
02/09/2021,20210209,202102,2021.06,2021,Cognizant Technology Solutions,Debit-Card,-981,243,tech,"None,"
02/09/2021,20210209,202102,2021.06,2021,Hewlett Packard Enterprise,Debit-Card,323,1224,tech,"None,"
02/08/2021,20210208,202102,2021.06,2021,Quest Diagnostics,Debit-Card,-498,901,health,"None,"
02/08/2021,20210208,202102,2021.06,2021,Delta Air Lines,Debit-Card,47,1399,travel,"None,"
02/08/2021,20210208,202102,2021.06,2021,Walmart,Debit-Card,-388,1352,grocery,"None,"
02/08/2021,20210208,202102,2021.06,2021,CBRE Group,Debit-Card,-504,1740,invest,"None,"
02/08/2021,20210208,202102,2021.06,2021,Tapestry,Debit-Card,333,2244,clothing,"None,"
02/08/2021,20210208,202102,2021.06,2021,Amazon.com,Debit-Card,-256,1911,misc,"None,"
02/08/2021,20210208,202102,2021.06,2021,Walmart,Debit-Card,-234,2167,grocery,"None,"
02/08/2021,20210208,202102,2021.06,2021,CBRE Group,Debit-Card,13,2401,invest,"None,"
02/05/2021,20210205,202102,2021.05,2021,Tapestry,Debit-Card,13,2388,clothing,"None,"
02/04/2021,20210204,202102,2021.05,2021,Travelers,Debit-Card,-258,2375,travel,"None,"
02/03/2021,20210203,202102,2021.05,2021,Amazon.com,Debit-Card,-915,2633,misc,"None,"
02/03/2021,20210203,202102,2021.05,2021,CBRE Group,Debit-Card,-701,3548,invest,"None,"
02/03/2021,20210203,202102,2021.05,2021,Amazon.com,Debit-Card,668,4249,misc,"None,"
02/02/2021,20210202,202102,2021.05,2021,Quest Diagnostics,Debit-Card,307,3581,health,"None,"
02/02/2021,20210202,202102,2021.05,2021,Voya Financial,Debit-Card,186,3274,invest,"None,"
02/02/2021,20210202,202102,2021.05,2021,Hanesbrands,Debit-Card,700,3088,unk,"None,"
02/01/2021,20210201,202102,2021.05,2021,Entergy,Debit-Card,857,2388,utility,"None,"
02/01/2021,20210201,202102,2021.05,2021,Voya Financial,Debit-Card,104,1531,invest,"None,"
01/29/2021,20210129,202101,2021.04,2021,Walmart,Debit-Card,835,1427,grocery,"None,"
01/29/2021,20210129,202101,2021.04,2021,United Continental Holdings,Debit-Card,-477,592,invest,"None,"
01/28/2021,20210128,202101,2021.04,2021,CBRE Group,Debit-Card,-917,1069,invest,"None,"
01/26/2021,20210126,202101,2021.04,2021,Visa,Debit-Card,-143,1986,debt,"None,"
01/26/2021,20210126,202101,2021.04,2021,TIAA,Debit-Card,369,2129,unk,"None,"
01/25/2021,20210125,202101,2021.04,2021,Sysco,Debit-Card,853,1760,misc,"None,"
01/25/2021,20210125,202101,2021.04,2021,Delta Air Lines,Debit-Card,-801,907,travel,"None,"
01/25/2021,20210125,202101,2021.04,2021,Visa,Debit-Card,81,1708,debt,"None,"
01/22/2021,20210122,202101,2021.03,2021,Voya Financial,Debit-Card,-725,1627,invest,"None,"
01/21/2021,20210121,202101,2021.03,2021,Delta Air Lines,Debit-Card,-774,2352,travel,"None,"
01/21/2021,20210121,202101,2021.03,2021,PPL,Debit-Card,-694,3126,paypal,"None,"
01/20/2021,20210120,202101,2021.03,2021,United Continental Holdings,Debit-Card,821,3820,invest,"None,"
01/20/2021,20210120,202101,2021.03,2021,Amazon.com,Debit-Card,225,2999,misc,"None,"
01/20/2021,20210120,202101,2021.03,2021,Entergy,Debit-Card,-219,2774,utility,"None,"
01/19/2021,20210119,202101,2021.03,2021,Travelers,Debit-Card,179,2993,travel,"None,"
01/19/2021,20210119,202101,2021.03,2021,Voya Financial,Debit-Card,-891,2814,invest,"None,"
01/19/2021,20210119,202101,2021.03,2021,Hershey,Debit-Card,-1000,3705,grocery,"None,"
01/19/2021,20210119,202101,2021.03,2021,United Continental Holdings,Debit-Card,-353,4705,invest,"None,"
01/19/2021,20210119,202101,2021.03,2021,Visa,Debit-Card,132,5058,debt,"None,"
01/19/2021,20210119,202101,2021.03,2021,Hershey,Debit-Card,-838,4926,grocery,"None,"
01/19/2021,20210119,202101,2021.03,2021,PPL,Debit-Card,871,5764,paypal,"None,"
01/19/2021,20210119,202101,2021.03,2021,Hanesbrands,Debit-Card,-21,4893,unk,"None,"
01/19/2021,20210119,202101,2021.03,2021,TIAA,Debit-Card,380,4914,unk,"None,"
01/19/2021,20210119,202101,2021.03,2021,Omnicom Group,Debit-Card,193,4534,health,"None,"
01/15/2021,20210115,202101,2021.02,2021,Tapestry,Debit-Card,431,4341,clothing,"None,"
01/15/2021,20210115,202101,2021.02,2021,United Continental Holdings,Debit-Card,-798,3910,invest,"None,"
01/15/2021,20210115,202101,2021.02,2021,Tapestry,Debit-Card,262,4708,clothing,"None,"
01/14/2021,20210114,202101,2021.02,2021,Sysco,Debit-Card,980,4446,misc,"None,"
01/14/2021,20210114,202101,2021.02,2021,Amazon.com,Debit-Card,-235,3466,misc,"None,"
01/14/2021,20210114,202101,2021.02,2021,Hershey,Debit-Card,293,3701,grocery,"None,"
01/13/2021,20210113,202101,2021.02,2021,Cognizant Technology Solutions,Debit-Card,-865,3408,tech,"None,"
01/12/2021,20210112,202101,2021.02,2021,Visa,Debit-Card,-979,4273,debt,"None,"
01/12/2021,20210112,202101,2021.02,2021,Ulta Beauty,Debit-Card,253,5252,health,"None,"
01/11/2021,20210111,202101,2021.02,2021,Voya Financial,Debit-Card,652,4999,invest,"None,"
01/11/2021,20210111,202101,2021.02,2021,Quest Diagnostics,Debit-Card,-756,4347,health,"None,"
01/11/2021,20210111,202101,2021.02,2021,Voya Financial,Debit-Card,155,5103,invest,"None,"
01/11/2021,20210111,202101,2021.02,2021,Entergy,Debit-Card,568,4948,utility,"None,"
01/11/2021,20210111,202101,2021.02,2021,PPL,Debit-Card,-73,4380,paypal,"None,"
01/11/2021,20210111,202101,2021.02,2021,Tapestry,Debit-Card,290,4453,clothing,"None,"
01/11/2021,20210111,202101,2021.02,2021,Visa,Debit-Card,-389,4163,debt,"None,"
01/08/2021,20210108,202101,2021.01,2021,Cognizant Technology Solutions,Debit-Card,886,4552,tech,"None,"
01/08/2021,20210108,202101,2021.01,2021,Hanesbrands,Debit-Card,464,3666,unk,"None,"
01/07/2021,20210107,202101,2021.01,2021,Visa,Debit-Card,-4,3202,debt,"None,"
01/07/2021,20210107,202101,2021.01,2021,Hanesbrands,Debit-Card,-427,3206,unk,"None,"
01/07/2021,20210107,202101,2021.01,2021,Entergy,Debit-Card,-259,3633,utility,"None,"
01/06/2021,20210106,202101,2021.01,2021,United Continental Holdings,Debit-Card,586,3892,invest,"None,"
01/05/2021,20210105,202101,2021.01,2021,Voya Financial,Debit-Card,630,3306,invest,"None,"
01/05/2021,20210105,202101,2021.01,2021,Omnicom Group,Debit-Card,-82,2676,health,"None,"
01/05/2021,20210105,202101,2021.01,2021,Visa,Debit-Card,-889,2758,debt,"None,"
01/05/2021,20210105,202101,2021.01,2021,PPL,Debit-Card,848,3647,paypal,"None,"
01/04/2021,20210104,202101,2021.01,2021,Walmart,Debit-Card,913,2799,grocery,"None,"
01/04/2021,20210104,202101,2021.01,2021,Hanesbrands,Debit-Card,-331,1886,unk,"None,"
01/04/2021,20210104,202101,2021.01,2021,Amazon.com,Debit-Card,793,2217,misc,"None,"
01/04/2021,20210104,202101,2021.01,2021,Travelers,Debit-Card,-798,1424,travel,"None,"
